identifier	srp	srr	srz	replicate	protocol	organism	sample type	cell type	clone_individual	strain	genotype	construct	baseline_control_expt	treatment type	treatment	times	timecourse	library prep	spike in	notes	experimentally not usable	curator 1	curator 2	published	bibtex	author	year	last author	doi	single_paired	rcomp	other data	atac seq	rna seq	chip seq	three d	other seq
Kantidakis2016mutation	SRP063847	SRR2432161		rep2	GRO-seq	M. musculus	cell line	MEF			Mll2 fl/fl; tamoxifen-inducible Cre		experimental	treatment	hydroxytamoxifen(1 microM)	-24,0,hr	0	ligation	None	when cells were treated with tamoxifen for 24 h, it resulted in the complete excision of MLL2 exons 3–5	0	Marko	Daniel	1	Kantidakis2016mutation	Kantidakis	2016	Svejstrup	10.1101/gad.275453.115	single	1	1	0	0	1	0	0
Kantidakis2016mutation	SRP063847	SRR2432162		rep2	GRO-seq	M. musculus	cell line	MEF			Mll2 fl/fl; tamoxifen-inducible Cre		control	no treatment			0	ligation	None		0	Marko	Daniel	1	Kantidakis2016mutation	Kantidakis	2016	Svejstrup	10.1101/gad.275453.115	single	1	1	0	0	1	0	0
Busslinger2017cohesin	SRP067744	SRR3051599		rep1	GRO-seq	M. musculus	cell line	MEF		C57BL/6	tamoxifen-inducible Cre/+		control	no treatment			0	ligation	None		0	Marko	Gilson	1	Busslinger2017	Busslinger	2017	Peters	10.1038/nature22063	single	0	1	0	1	1	0	0
Busslinger2017cohesin	SRP067744	SRR3051600		rep1	GRO-seq	M. musculus	cell line	MEF		C57BL/6	tamoxifen-inducible Cre/+		control	treatment	hydroxytamoxifen	-300,-240,hr	0	ligation	None		0	Marko	Gilson	1	Busslinger2017	Busslinger	2017	Peters	10.1038/nature22063	single	0	1	0	1	1	0	0
Busslinger2017cohesin	SRP067744	SRR3051601		rep2	GRO-seq	M. musculus	cell line	MEF		C57BL/6			control	no treatment			0	ligation	None		0	Marko	Gilson	1	Busslinger2017	Busslinger	2017	Peters	10.1038/nature22063	single	0	1	0	1	1	0	0
Busslinger2017cohesin	SRP067744	SRR3051602		rep1	GRO-seq	M. musculus	cell line	MEF		C57BL/6			control	treatment	adeno-Cre virus(1 microL/million cells)	-244,-240,hr	0	ligation	None		0	Marko	Gilson	1	Busslinger2017	Busslinger	2017	Peters	10.1038/nature22063	single	0	1	0	1	1	0	0
Busslinger2017cohesin	SRP067744	SRR3051603		rep3	GRO-seq	M. musculus	cell line	MEF		C57BL/6	Ctcf fl/fl; WapI fl/fl		experimental	no treatment			0	ligation	None		0	Marko	Gilson	1	Busslinger2017	Busslinger	2017	Peters	10.1038/nature22063	single	0	1	0	1	1	0	0
Busslinger2017cohesin	SRP067744	SRR3051604		rep2	GRO-seq	M. musculus	cell line	MEF		C57BL/6	Ctcf fl/fl; WapI fl/fl		experimental	treatment	adeno-Cre virus(1 microL/million cells)	-244,-240,hr	1	ligation	None		0	Marko	Gilson	1	Busslinger2017	Busslinger	2017	Peters	10.1038/nature22063	single	0	1	0	1	1	0	0
Busslinger2017cohesin	SRP067744	SRR3051605		rep4	GRO-seq	M. musculus	cell line	MEF		C57BL/6	Ctcf fl/fl; WapI fl/fl		experimental	no treatment			0	ligation	None		0	Marko	Gilson	1	Busslinger2017	Busslinger	2017	Peters	10.1038/nature22063	single	0	1	0	1	1	0	0
Busslinger2017cohesin	SRP067744	SRR3051606		rep3	GRO-seq	M. musculus	cell line	MEF		C57BL/6	Ctcf fl/fl; WapI fl/fl		experimental	treatment	adeno-Cre virus(1 microL/million cells)	-244,-240,hr	1	ligation	None		0	Marko	Gilson	1	Busslinger2017	Busslinger	2017	Peters	10.1038/nature22063	single	0	1	0	1	1	0	0
Busslinger2017cohesin	SRP067744	SRR3657419		rep1	GRO-seq	M. musculus	cell line	MEF		C57BL/6	Ctcf fl/fl; WapI fl/fl		experimental	treatment;treatment	adeno-Cre virus(1 microL/million cells);DRB(100 microM)	-244,-240,hr;-210,0,min	1	ligation	None		0	Marko	Gilson	1	Busslinger2017	Busslinger	2017	Peters	10.1038/nature22063	single	0	1	0	1	1	0	0
Busslinger2017cohesin	SRP067744	SRR3657420		rep1	GRO-seq	M. musculus	cell line	MEF		C57BL/6	Ctcf fl/fl; WapI fl/fl		experimental	treatment;treatment	adeno-Cre virus(1 microL/million cells);DRB(100 microM)	-268,-264,hr;-1650,-1440,min	1	ligation	None		0	Marko	Gilson	1	Busslinger2017	Busslinger	2017	Peters	10.1038/nature22063	single	0	1	0	1	1	0	0
Teppo2016genome	SRP056802	SRR1950491	SRZ1950491	rep1a	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible luciferase (stable)		control	treatment	doxycycline(500 ng/mL)	-24,0,hr	0	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950492	SRZ1950491	rep1b	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible luciferase (stable)		control	treatment	doxycycline(500 ng/mL)	-24,0,hr	0	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950493	SRZ1950493	rep2a	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible luciferase (stable)		control	treatment	doxycycline(500 ng/mL)	-24,0,hr	0	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950494	SRZ1950493	rep2b	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible luciferase (stable)		control	treatment	doxycycline(500 ng/mL)	-24,0,hr	0	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950495	SRZ1950495	rep1a	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		control	no treatment			1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950496	SRZ1950495	rep1b	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		control	no treatment			1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950498	SRZ1950497	rep2a	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		control	no treatment			1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950497	SRZ1950497	rep2b	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		control	no treatment			1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950499	SRZ1950499	rep1a	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		experimental	treatment	doxycycline(500 ng/mL)	-4,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950500	SRZ1950499	rep1b	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		experimental	treatment	doxycycline(500 ng/mL)	-4,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950501	SRZ1950501	rep2a	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		experimental	treatment	doxycycline(500 ng/mL)	-4,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950502	SRZ1950501	rep2b	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		experimental	treatment	doxycycline(500 ng/mL)	-4,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950504	SRZ1950503	rep1a	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		experimental	treatment	doxycycline(500 ng/mL)	-12,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950503	SRZ1950503	rep1b	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		experimental	treatment	doxycycline(500 ng/mL)	-12,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950505	SRZ1950505	rep2a	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		experimental	treatment	doxycycline(500 ng/mL)	-12,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950506	SRZ1950505	rep2b	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		experimental	treatment	doxycycline(500 ng/mL)	-12,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950507	SRZ1950507	rep1a	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		experimental	treatment	doxycycline(500 ng/mL)	-24,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950508	SRZ1950507	rep1b	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		experimental	treatment	doxycycline(500 ng/mL)	-24,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950509	SRZ1950509	rep2a	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		experimental	treatment	doxycycline(500 ng/mL)	-24,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950510	SRZ1950509	rep2b	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion (stable)		experimental	treatment	doxycycline(500 ng/mL)	-24,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950511	SRZ1950511	rep1a	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion R518Q (stable)		experimental	treatment	doxycycline(500 ng/mL)	-24,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950512	SRZ1950511	rep1b	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion R518Q (stable)		experimental	treatment	doxycycline(500 ng/mL)	-24,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950514	SRZ1950513	rep2a	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion R518Q (stable)		experimental	treatment	doxycycline(500 ng/mL)	-24,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Teppo2016genome	SRP056802	SRR1950513	SRZ1950513	rep2b	GRO-seq	H. sapiens	cell line	Nalm6 			dox-inducible Etv6-Runx1 fusion R518Q (stable)		experimental	treatment	doxycycline(500 ng/mL)	-24,0,hr	1	circularization	None		0	Marko	Rutendo	1		Teppo	2016	Lohi	10.1101/gr.193649.115	single	0	0	0	0	0	0	0
Kwak2013precise	SRP017121	SRR611824	SRZ611824	rep1a	PRO-seq	D. melanogaster	cell line	S2					baseline	no treatment			0	ligation	None		0	Daniel	Chi	1		Kwak	2013	Lis	10.1126/science.1229386	single	1	0	0	0	0	0	0
Kwak2013precise	SRP017121	SRR611825	SRZ611824	rep1b	PRO-seq	D. melanogaster	cell line	S2					baseline	no treatment			0	ligation	None		0	Daniel	Chi	1		Kwak	2013	Lis	10.1126/science.1229386	single	1	0	0	0	0	0	0
Kwak2013precise	SRP017121	SRR611826	SRZ611824	rep1c	PRO-seq	D. melanogaster	cell line	S2					baseline	no treatment			0	ligation	None		0	Daniel	Chi	1		Kwak	2013	Lis	10.1126/science.1229386	single	1	0	0	0	0	0	0
Kwak2013precise	SRP017121	SRR611827	SRZ611824	rep1d	PRO-seq	D. melanogaster	cell line	S2					baseline	no treatment			0	ligation	None		0	Daniel	Chi	1		Kwak	2013	Lis	10.1126/science.1229386	single	1	0	0	0	0	0	0
Kwak2013precise	SRP017121	SRR611828		rep2	PRO-seq	D. melanogaster	cell line	S2					baseline	no treatment			0	ligation	None		0	Daniel	Chi	1		Kwak	2013	Lis	10.1126/science.1229386	single	1	0	0	0	0	0	0
Kwak2013precise	SRP017121	SRR611829	SRZ611829	rep1a	PRO-cap	D. melanogaster	cell line	S2					baseline	no treatment			0	ligation	None		0	Daniel	Chi	1		Kwak	2013	Lis	10.1126/science.1229386	single	0	0	0	0	0	0	0
Kwak2013precise	SRP017121	SRR611830	SRZ611829	rep1b	PRO-cap	D. melanogaster	cell line	S2					baseline	no treatment			0	ligation	None		0	Daniel	Chi	1		Kwak	2013	Lis	10.1126/science.1229386	single	0	0	0	0	0	0	0
Kwak2013precise	SRP017121	SRR611831		rep1	PRO-seq	D. melanogaster	organism	whole fly		w1118			control	no treatment			0	ligation	None		0	Daniel	Chi	1		Kwak	2013	Lis	10.1126/science.1229386	single	1	0	0	0	0	0	0
Kwak2013precise	SRP017121	SRR611832		rep1	PRO-seq	D. melanogaster	organism	whole fly		w1118	Hsp70 promoter 5bp insert		experimental	no treatment			0	ligation	None		0	Daniel	Chi	1		Kwak	2013	Lis	10.1126/science.1229386	single	1	0	0	0	0	0	0
Kwak2013precise	SRP017121	SRR611833		rep1	PRO-seq	D. melanogaster	organism	whole fly		w1118	Hsp70 promoter 10bp insert		experimental	no treatment			0	ligation	None		0	Daniel	Chi	1		Kwak	2013	Lis	10.1126/science.1229386	single	1	0	0	0	0	0	0
Wang2014rna	SRP014688	SRR531826		rep1	PRO-seq	H. sapiens	cell line	B cell	individual GM12004				baseline	no treatment			0	ligation	None	paper repeatedly states that two pro-seq libraries were prepped, one in each lab, but the only full experiment list I could fine from GEO based on the inferred SRP says there are two GRO-seq libaries and one PRO-seq one.	0	Joe	Jacob	1	Wang2014rna	Wang	2014	Cheung	10.1016/j.celrep.2014.01.037	single	1	1	0	1	0	0	1
Wang2014rna	SRP014688	SRR531825		rep1	GRO-seq	H. sapiens	cell line	B cell	individual GM12750				baseline	no treatment			0	ligation	None	paper repeatedly states that two pro-seq libraries were prepped, one in each lab, but the only full experiment list I could fine from GEO based on the inferred SRP says there are two GRO-seq libaries and one PRO-seq one.	0	Joe	Jacob	1	Wang2014rna	Wang	2014	Cheung	10.1016/j.celrep.2014.01.037	single	0	1	0	1	0	0	1
Wang2014rna	SRP014688	SRR531824		rep1	GRO-seq	H. sapiens	cell line	B cell	individual GM12004				baseline	no treatment			0	ligation	None	paper repeatedly states that two pro-seq libraries were prepped, one in each lab, but the only full experiment list I could fine from GEO based on the inferred SRP says there are two GRO-seq libaries and one PRO-seq one.	0	Joe	Jacob	1	Wang2014rna	Wang	2014	Cheung	10.1016/j.celrep.2014.01.037	single	0	1	0	1	0	0	1
Chu2018chromatin	SRP155663	SRR7616133		rep1	other	H. sapiens	cell line	Jurkat T cell					baseline	no treatment			0	ligation	None	chromatin run-on and sequencing (ChRO-seq)	0	Joe	Jessica	1	Chu2018	Chu	2018	Danko	10.1038/s41588-018-0244-3	single	1	0	0	0	0	0	0
Chu2018chromatin	SRP155663	SRR7616134		rep2	other	H. sapiens	cell line	Jurkat T cell					baseline	no treatment			0	ligation	None	chromatin run-on and sequencing (ChRO-seq)	0	Joe	Jessica	1	Chu2018	Chu	2018	Danko	10.1038/s41588-018-0244-3	single	1	0	0	0	0	0	0
Chu2018chromatin	SRP155663	SRR7616135		rep1	other	H. sapiens	cell line	Jurkat T cell					baseline	no treatment			0	ligation	None	length-extension run-on (leChRO-seq)	0	Joe	Jessica	1	Chu2018	Chu	2018	Danko	10.1038/s41588-018-0244-3	single	0	0	0	0	0	0	0
Chu2018chromatin	SRP155663	SRR7616132		rep1	PRO-seq	H. sapiens	cell line	Jurkat T cell					baseline	no treatment			0	ligation	None		0	Joe	Jessica	1	Chu2018	Chu	2018	Danko	10.1038/s41588-018-0244-3	single	1	0	0	0	0	0	0
Steinparzer2019transcriptional	SRP191474	SRR8867622		rep1	PRO-seq	H. sapiens	cell line	HCT116			Cdk8 F97G		experimental	vehicle;treatment	PBS;3MB-PP1(10 microM)	-45,0,min;-45,0,min	0	not noted in GEO or publication	None	This paper says it has GRO-seq and tons of other data too but it's not showing up in the GEO database except small snippets separately? I don't know what they did https://www.ncbi.nlm.nih.gov/biosample?Db=biosample&DbFrom=bioproject&Cmd=Link&LinkName=bioproject_biosample&LinkReadableName=BioSample&ordinalpos=1&IdsFromResult=542065	0	Joe	Rutendo	1	Steinparzer2019	Steinparzer	2019	Kovarik	10.1016/j.molcel.2019.07.034	single	1	1	0	1	0	0	0
Steinparzer2019transcriptional	SRP191474	SRR8867623		rep2	PRO-seq	H. sapiens	cell line	HCT116			Cdk8 F97G		experimental	vehicle;treatment	PBS;3MB-PP1(10 microM)	-45,0,min;-45,0,min	0	not noted in GEO or publication	None		0	Joe	Rutendo	1	Steinparzer2019	Steinparzer	2019	Kovarik	10.1016/j.molcel.2019.07.034	single	1	1	0	1	0	0	0
Steinparzer2019transcriptional	SRP191474	SRR8867624		rep1	PRO-seq	H. sapiens	cell line	HCT116			Cdk8 F97G		experimental	vehicle;treatment	DMSO;IFN-gamma(10 ng/mL)	-45,0,min;-45,0,min	0	not noted in GEO or publication	None		0	Joe	Rutendo	1	Steinparzer2019	Steinparzer	2019	Kovarik	10.1016/j.molcel.2019.07.034	single	1	1	0	1	0	0	0
Steinparzer2019transcriptional	SRP191474	SRR8867625		rep2	PRO-seq	H. sapiens	cell line	HCT116			Cdk8 F97G		experimental	vehicle;treatment	DMSO;IFN-gamma(10 ng/mL)	-45,0,min;-45,0,min	0	not noted in GEO or publication	None		0	Joe	Rutendo	1	Steinparzer2019	Steinparzer	2019	Kovarik	10.1016/j.molcel.2019.07.034	single	1	1	0	1	0	0	0
Steinparzer2019transcriptional	SRP191474	SRR8867626		rep1	PRO-seq	H. sapiens	cell line	HCT116			Cdk8 F97G		experimental	treatment;treatment	3MB-PP1(10 microM);IFN-gamma(10 ng/mL)	-45,0,min;-45,0,min	0	not noted in GEO or publication	None		0	Joe	Rutendo	1	Steinparzer2019	Steinparzer	2019	Kovarik	10.1016/j.molcel.2019.07.034	single	1	1	0	1	0	0	0
Steinparzer2019transcriptional	SRP191474	SRR8867627		rep2	PRO-seq	H. sapiens	cell line	HCT116			Cdk8 F97G		experimental	treatment;treatment	3MB-PP1(10 microM);IFN-gamma(10 ng/mL)	-45,0,min;-45,0,min	0	not noted in GEO or publication	None		0	Joe	Rutendo	1	Steinparzer2019	Steinparzer	2019	Kovarik	10.1016/j.molcel.2019.07.034	single	1	1	0	1	0	0	0
Steinparzer2019transcriptional	SRP191474	SRR8867628		rep1	PRO-seq	H. sapiens	cell line	HCT116					control	vehicle;vehicle	DMSO;PBS	-45,0,min;-45,0,min	0	not noted in GEO or publication	None		0	Joe	Rutendo	1	Steinparzer2019	Steinparzer	2019	Kovarik	10.1016/j.molcel.2019.07.034	single	1	1	0	1	0	0	0
Steinparzer2019transcriptional	SRP191474	SRR8867629		rep2	PRO-seq	H. sapiens	cell line	HCT116					control	vehicle;vehicle	DMSO;PBS	-45,0,min;-45,0,min	0	not noted in GEO or publication	None		0	Joe	Rutendo	1	Steinparzer2019	Steinparzer	2019	Kovarik	10.1016/j.molcel.2019.07.034	single	1	1	0	1	0	0	0
Steinparzer2019transcriptional	SRP191474	SRR8867630		rep1	PRO-seq	H. sapiens	cell line	HCT116					experimental	vehicle;treatment	PBS;3MB-PP1(10 microM)	-45,0,min;-45,0,min	0	not noted in GEO or publication	None		0	Joe	Rutendo	1	Steinparzer2019	Steinparzer	2019	Kovarik	10.1016/j.molcel.2019.07.034	single	1	1	0	1	0	0	0
Steinparzer2019transcriptional	SRP191474	SRR8867631		rep2	PRO-seq	H. sapiens	cell line	HCT116					experimental	vehicle;treatment	PBS;3MB-PP1(10 microM)	-45,0,min;-45,0,min	0	not noted in GEO or publication	None		0	Joe	Rutendo	1	Steinparzer2019	Steinparzer	2019	Kovarik	10.1016/j.molcel.2019.07.034	single	1	1	0	1	0	0	0
Steinparzer2019transcriptional	SRP191474	SRR8867633		rep1	PRO-seq	H. sapiens	cell line	HCT116					experimental	vehicle;treatment	DMSO;IFN-gamma(10 ng/mL)	-45,0,min;-45,0,min	0	not noted in GEO or publication	None		0	Joe	Rutendo	1	Steinparzer2019	Steinparzer	2019	Kovarik	10.1016/j.molcel.2019.07.034	single	1	1	0	1	0	0	0
